id,month,bank_name,no_of_transactions,amt_of_transactions,active_users
435,01-08-2022,Bank of Baroda,3457214,5894647.62,498183
436,01-08-2022,Bank of India,2345061,4558652.32,511181
437,01-08-2022,Bank of Maharashtra,7421309,2070393.31,224827
438,01-08-2022,Barclays Bank PLC,94943,942549.63,2239
439,01-08-2022,Bassein Catholic Co-operative Bank,21204,19529.23,3325
440,01-08-2022,Bharat Co-operative Bank,40065,97094.77,2938
441,01-08-2022,Canara Bank,3112841,3806553.74,743521
442,01-08-2022,Credit Agricole Corporate and Investment Bank,34220,115263.24,111
443,01-08-2022,CSB Bank,142292,63615.39,74943
444,01-08-2022,Capital Small Finance Bank,11155,20907.51,567
445,01-08-2022,Central Bank of India,8764773,2018756.55,266683
446,01-08-2022,Citi Bank,866175,710062.55,567654
447,01-08-2022,City Union Bank,745456,742693.52,101015
448,01-08-2022,Co-operative Rabobank U.A.,33,81.58,18
449,01-08-2022,DBS Bank India,481360,3281429.87,82706
450,01-08-2022,DCB Bank,158716,220649.9,20208
451,01-08-2022,Deutsche Bank AG,55611,30706.18,20639
452,01-08-2022,Dhanlaxmi Bank,86331,82980.01,19302
453,01-08-2022,Emirates NBD Bank,209,400.89,47
454,01-08-2022,ESAF Small Finance Bank,87957,27362.21,3897
455,01-08-2022,Equitas Small Finance Bank,129130,86092.54,130514
456,01-08-2022,Fincare Small Finance Bank,37268,36091.69,7375
457,01-08-2022,Federal Bank,2480313,1375243.09,255781
458,01-08-2022,Fino Payments Bank,0,0,0
459,01-08-2022,GP Parsik Janata Co-operative Bank,42177,50121.37,5869
460,01-08-2022,HDFC Bank,52246053,39877603.3,23415199
461,01-08-2022,HSBC,10696657,36705844.2,124682
462,01-08-2022,ICICI Bank,88296349,385315191.4,4436595
463,01-08-2022,IDBI Bank,2554869,6240766.78,627795
464,01-08-2022,IDFC First Bank,3188546,6211995.75,243393
465,01-08-2022,Indian Bank,3137805,2205367.78,1264595
466,01-08-2022,Indian Overseas Bank,3076453,2320703.1,377606
467,01-08-2022,IndusInd Bank,3084185,5654366.68,496637
468,01-08-2022,Industrial Bank of Korea,1966,7445.72,98
469,01-08-2022,Industrial and Commercial Bank of China,781,19919.67,28
470,01-08-2022,Jana Small Finance Bank,25526,13122.51,6533
471,01-08-2022,Janata Co-operative Bank Pune,69745,50988,6983
472,01-08-2022,Karnataka Bank,345716,475049.62,30908
473,01-08-2022,Kookmin Bank,281,528.12,75
474,01-08-2022,Kotak Mahindra Bank,11553192,26491790.79,2121879
475,01-08-2022,Mahesh Co-operative Bank Pune,7775,10555.88,5647
476,01-08-2022,NKGSB Co-operative Bank,30797,21741.39,3056
477,01-08-2022,NSDL Payments Bank,7590,1173087.43,24
478,01-08-2022,Nainital Bank,11022,16257.1,1693
479,01-08-2022,New India Co-operative Bank,7479,3556.71,2236
480,01-08-2022,North East Small Finance Bank,30527,19974.73,2990
481,01-08-2022,Paytm Payments Bank,78791,30111.77,1502
482,01-08-2022,Punjab and Sind Bank,81981,126465.26,9387
483,01-08-2022,Punjab National Bank,5275872,13440073.52,796569
484,01-08-2022,RBL Bank,424208,920503.61,109195
485,01-08-2022,SBM Bank India,2782,1524.64,14517
486,01-08-2022,Societe Generale,1807,134185.18,12
487,01-08-2022,SVC Co-operative Bank,124591,157250.89,34480
488,01-08-2022,Saraswat Co-operative Bank,381842,639992.82,28584
489,01-08-2022,Shivalik Small Finance Bank,12424,23823.44,1295
490,01-08-2022,South Indian Bank,603155,677352.97,73405
491,01-08-2022,State Bank of India,119165238,142207371.9,34280896
492,01-08-2022,Suryoday Small Finance Bank,9403,7049.33,3768
493,01-08-2022,Tamil Nadu State Co-operative Bank,14225,47668.04,791
494,01-08-2022,Thane Bharat Co-operative Bank,20441,15533.21,2817
495,01-08-2022,Jammu and Kashmir Bank,512333,570317.94,114347
496,01-08-2022,Kalupur Commercial Co-operative Bank,60189,171639.65,4388
497,01-08-2022,Surat Peoples Co-operative Bank,11372,33814.17,826
498,01-08-2022,TJSB Co-operative Bank,115417,111546.06,14402
499,01-08-2022,Tamilnad Mercantile Bank,588960,705575.09,51426
500,01-08-2022,Ahmedabad District Co-operative Bank,983,2113.95,98
501,01-08-2022,Akola Janata Commercial Co-operative Bank,1770,2925.85,745
502,01-08-2022,Kalyan Janata Co-operative Bank,6910,6918.79,891
503,01-08-2022,Karur Vysya Bank,1010233,1472103.59,178104
504,01-08-2022,UCO Bank,325367,398015.67,79711
505,01-08-2022,Ujjivan Small Finance Bank,58672,95520.18,10577
506,01-08-2022,Union Bank of India,2828693,4389574.68,438338
507,01-08-2022,Utkarsh Small Finance Bank,7268,4427.89,3630
508,01-08-2022,Woori Bank,3274,26449.24,570
509,01-08-2022,Yes Bank,4938073,16534391.89,370193
510,01-09-2022,Abhyudaya Co-operative Bank,3,1.7,1
511,01-09-2022,Ahmednagar Merchants Co-operative Bank,20896,34837.15,36
512,01-09-2022,Almora Urban Co-operative Bank,856,504.92,846
513,01-09-2022,AU Small Finance Bank,633068,1235270.34,45067
514,01-09-2022,Airtel Payments Bank,42030,2042.7,8729
515,01-09-2022,Australia and New Zealand Banking Group,29362,882464.93,48
516,01-09-2022,Axis Bank,5593151,3691512.59,1297407
517,01-09-2022,"Bank of America, N.A.",41906,3691023.28,505
518,01-09-2022,BNP Paribas,459011,3592365.79,399
519,01-09-2022,Bandhan Bank,452916,521994.37,79204
520,01-09-2022,Bank of Baroda,3525967,6296725.55,490153
521,01-09-2022,Bank of India,2400606,5124634.63,482467
522,01-09-2022,Bank of Maharashtra,7318323,2130310.35,221507
523,01-09-2022,Barclays Bank PLC,88173,1558598.09,2215
524,01-09-2022,Bassein Catholic Co-operative Bank,20682,19548.66,3309
525,01-09-2022,Bharat Co-operative Bank,40949,111149.62,2969
526,01-09-2022,Canara Bank,2987509,3461813.77,550438
527,01-09-2022,Credit Agricole Corporate and Investment Bank,36454,129387,109
528,01-09-2022,CSB Bank,132286,59493.43,57001
529,01-09-2022,Capital Small Finance Bank,11108,21315.93,583
530,01-09-2022,Central Bank of India,8752300,2183812.75,259379
531,01-09-2022,Citi Bank,817093,721755.07,572887
532,01-09-2022,City Union Bank,727978,752420.43,99543
533,01-09-2022,Co-operative Rabobank U.A.,0,0,18
534,01-09-2022,DBS Bank India,489424,5362762.55,76996
535,01-09-2022,DCB Bank,162205,235842.84,19909
536,01-09-2022,Deutsche Bank AG,54324,30762.43,20079
537,01-09-2022,Dhanlaxmi Bank,84050,79237.93,17962
538,01-09-2022,Emirates NBD Bank,207,479.35,25
539,01-09-2022,ESAF Small Finance Bank,89881,26537.61,3969
540,01-09-2022,Equitas Small Finance Bank,127922,100433.65,127292
541,01-09-2022,Fincare Small Finance Bank,45769,48186.29,8407
542,01-09-2022,Federal Bank,2517114,1466866.54,251232
543,01-09-2022,Fino Payments Bank,0,0,0
544,01-09-2022,GP Parsik Janata Co-operative Bank,41619,51204.63,5452
545,01-09-2022,HDFC Bank,54416481,43866635.75,23930772
546,01-09-2022,HSBC,10559042,45181108.6,126474
547,01-09-2022,ICICI Bank,87394335,446601714.4,4454656
548,01-09-2022,IDBI Bank,2645361,6899709.11,593370
549,01-09-2022,IDFC First Bank,3602784,7469286.42,252381
550,01-09-2022,Indian Bank,2846474,2308100.88,1242628
551,01-09-2022,Indian Overseas Bank,2970030,2420812.65,372193
552,01-09-2022,IndusInd Bank,3343224,5943176.7,520036
553,01-09-2022,Industrial Bank of Korea,1931,10527.21,101
554,01-09-2022,Industrial and Commercial Bank of China,453,4538,26
555,01-09-2022,Jana Small Finance Bank,30131,14927.37,5939
556,01-09-2022,Janata Co-operative Bank Pune,69387,52346.19,6938
557,01-09-2022,Karnataka Bank,358144,507237.99,30919
558,01-09-2022,Kookmin Bank,310,531.16,74
559,01-09-2022,Kotak Mahindra Bank,12227802,30020993.04,2022878
560,01-09-2022,Mahesh Co-operative Bank Pune,8039,9969.79,5935
561,01-09-2022,NKGSB Co-operative Bank,31058,22131.57,3110
562,01-09-2022,NSDL Payments Bank,7383,762853.01,27
563,01-09-2022,Nainital Bank,13772,20355.42,1734
564,01-09-2022,New India Co-operative Bank,6779,3505.86,2104
565,01-09-2022,North East Small Finance Bank,37174,34375.19,3229
566,01-09-2022,Paytm Payments Bank,80440,27509.24,1618
567,01-09-2022,Punjab and Sind Bank,89458,132658.96,17042
568,01-09-2022,Punjab National Bank,5402053,15196663.26,627456
569,01-09-2022,RBL Bank,430843,1123880.25,101910
570,01-09-2022,SBM Bank India,3344,1929.87,15866
571,01-09-2022,Societe Generale,1701,141702.08,13
572,01-09-2022,SVC Co-operative Bank,128295,160460.01,30050
573,01-09-2022,Saraswat Co-operative Bank,386118,678553.49,27583
574,01-09-2022,Shivalik Small Finance Bank,13338,24568.4,1253
575,01-09-2022,South Indian Bank,606901,668992.1,73101
576,01-09-2022,State Bank of India,121413246,161465752.7,33786468
577,01-09-2022,Suryoday Small Finance Bank,12586,11944.08,16254
578,01-09-2022,Tamil Nadu State Co-operative Bank,13428,61977.66,804
579,01-09-2022,Thane Bharat Co-operative Bank,19675,15476.03,2776
580,01-09-2022,Jammu and Kashmir Bank,518477,642125.4,114827
581,01-09-2022,Kalupur Commercial Co-operative Bank,64706,184427.9,4522
582,01-09-2022,Surat Peoples Co-operative Bank,10242,36397.14,856
583,01-09-2022,TJSB Co-operative Bank,113686,117794.79,14290
584,01-09-2022,Tamilnad Mercantile Bank,593811,757977.18,50124
585,01-09-2022,Ahmedabad District Co-operative Bank,1115,2726.7,84
586,01-09-2022,Akola Janata Commercial Co-operative Bank,1878,2858.52,656
587,01-09-2022,Kalyan Janata Co-operative Bank,6584,6933.37,861
588,01-09-2022,Karur Vysya Bank,995944,1569837.67,175619
589,01-09-2022,UCO Bank,322556,407470.69,72936
590,01-09-2022,Ujjivan Small Finance Bank,66361,127011.48,9566
591,01-09-2022,Union Bank of India,2962191,5094726.47,429269
592,01-09-2022,Utkarsh Small Finance Bank,7892,5216.59,4085
593,01-09-2022,Woori Bank,3387,24331.43,567
594,01-09-2022,Yes Bank,5055731,17876028.8,400658
595,01-10-2022,Abhyudaya Co-operative Bank,2,0.25,1
596,01-10-2022,Ahmednagar Merchants Co-operative Bank,22204,38760.88,51
597,01-10-2022,Almora Urban Co-operative Bank,1060,636.54,729
598,01-10-2022,AU Small Finance Bank,698231,1072855.5,45559
599,01-10-2022,Airtel Payments Bank,38477,1693.69,10762
600,01-10-2022,Australia and New Zealand Banking Group,29769,927013.51,47
601,01-10-2022,Axis Bank,5448537,3436125.66,1286360
602,01-10-2022,"Bank of America, N.A.",40791,3041754.5,507
603,01-10-2022,BNP Paribas,396107,2808056.71,400
604,01-10-2022,Bandhan Bank,427514,550219.41,79257
605,01-10-2022,Bank of Baroda,3502535,6178331.83,490953
606,01-10-2022,Bank of India,2439295,5006341.12,475243
607,01-10-2022,Bank of Maharashtra,7842849,2312617.96,222547
608,01-10-2022,Barclays Bank PLC,105216,555856.47,2184
609,01-10-2022,Bassein Catholic Co-operative Bank,21675,19906.29,4597
610,01-10-2022,Bharat Co-operative Bank,42911,98195.27,3010
611,01-10-2022,Canara Bank,3176767,3510801.93,482612
612,01-10-2022,Credit Agricole Corporate and Investment Bank,41216,139535.88,127
613,01-10-2022,CSB Bank,142298,65267.2,56898
614,01-10-2022,Capital Small Finance Bank,11496,22398.81,594
615,01-10-2022,Central Bank of India,9102168,2123347.25,252996
616,01-10-2022,Citi Bank,795350,632118.81,543594
617,01-10-2022,City Union Bank,721917,701781.16,97767
618,01-10-2022,Co-operative Rabobank U.A.,0,0,0
619,01-10-2022,DBS Bank India,506517,4208639.3,78443
620,01-10-2022,DCB Bank,158936,214939.95,19602
621,01-10-2022,Deutsche Bank AG,55025,31061.13,20039
622,01-10-2022,Dhanlaxmi Bank,88111,77435.39,17637
623,01-10-2022,Emirates NBD Bank,219,383.68,24
624,01-10-2022,ESAF Small Finance Bank,87834,30910.07,4039
625,01-10-2022,Equitas Small Finance Bank,114663,89471.34,118831
626,01-10-2022,Fincare Small Finance Bank,54612,48762.24,9816
627,01-10-2022,Federal Bank,2547508,1314521.47,248359
628,01-10-2022,Fino Payments Bank,1,0,1
629,01-10-2022,GP Parsik Janata Co-operative Bank,45152,53325.83,5342
630,01-10-2022,HDFC Bank,55075882,41680533.92,24250912
631,01-10-2022,HSBC,10318194,42594828.18,128140
632,01-10-2022,ICICI Bank,84580732,361844204.6,4471093
633,01-10-2022,IDBI Bank,2603232,5661305.38,583655
634,01-10-2022,IDFC First Bank,3630279,6524063.23,265397
635,01-10-2022,Indian Bank,3053981,2338717.34,1237572
636,01-10-2022,Indian Overseas Bank,3141113,2373727.9,369801
637,01-10-2022,IndusInd Bank,3422542,5810015.72,495538
638,01-10-2022,Industrial Bank of Korea,1821,12494.31,105
639,01-10-2022,Industrial and Commercial Bank of China,472,6106.05,27
640,01-10-2022,Jana Small Finance Bank,24622,14665.89,6241
641,01-10-2022,Janata Co-operative Bank Pune,76322,55327.88,7084
642,01-10-2022,Karnataka Bank,356432,475949.42,30750
643,01-10-2022,Kookmin Bank,310,621.97,71
644,01-10-2022,Kotak Mahindra Bank,12859313,25734439.44,2016843
645,01-10-2022,Mahesh Co-operative Bank Pune,8408,9810.8,6242
646,01-10-2022,NKGSB Co-operative Bank,32804,23567.8,3131
647,01-10-2022,NSDL Payments Bank,4752,484925.69,25
648,01-10-2022,Nainital Bank,12543,18545.05,1746
649,01-10-2022,New India Co-operative Bank,7467,3589.21,1516
650,01-10-2022,North East Small Finance Bank,29920,30590.71,3383
651,01-10-2022,Paytm Payments Bank,88530,30595.99,1523
652,01-10-2022,Punjab and Sind Bank,94315,146055.13,18084
653,01-10-2022,Punjab National Bank,5375044,13455534.87,617478
654,01-10-2022,RBL Bank,437999,954032.74,103481
655,01-10-2022,SBM Bank India,3127,1939.82,5124
656,01-10-2022,Societe Generale,1493,58479.31,12
657,01-10-2022,SVC Co-operative Bank,135717,124728.88,32078
658,01-10-2022,Saraswat Co-operative Bank,429641,653011.09,30626
659,01-10-2022,Shinhan Bank,10578,48668.53,3560
660,01-10-2022,Shivalik Small Finance Bank,13837,23808.79,1291
661,01-10-2022,South Indian Bank,619058,632535.4,72081
662,01-10-2022,State Bank of India,125763103,140711661.4,34173595
663,01-10-2022,Suryoday Small Finance Bank,12904,12611.32,17306
664,01-10-2022,Tamil Nadu State Co-operative Bank,13262,61304.99,786
665,01-10-2022,Thane Bharat Co-operative Bank,22155,16634.75,2805
666,01-10-2022,Jammu and Kashmir Bank,496742,586390.63,105695
667,01-10-2022,Kalupur Commercial Co-operative Bank,68427,167210.25,4584
668,01-10-2022,Surat Peoples Co-operative Bank,10444,31256.36,872
669,01-10-2022,TJSB Co-operative Bank,120998,121651.07,14325
670,01-10-2022,Tamilnad Mercantile Bank,580847,671272,49323
671,01-10-2022,Ahmedabad District Co-operative Bank,1200,2563.7,89
672,01-10-2022,Akola Janata Commercial Co-operative Bank,2046,3030.38,663
673,01-10-2022,Kalyan Janata Co-operative Bank,7080,6393.19,880
674,01-10-2022,Karur Vysya Bank,999113,1489922.17,175025
675,01-10-2022,UCO Bank,306653,384595.3,82781
676,01-10-2022,Ujjivan Small Finance Bank,67854,120212.91,9513
677,01-10-2022,Union Bank of India,2996216,4904541.16,431501
678,01-10-2022,Utkarsh Small Finance Bank,9501,6671.63,4585
679,01-10-2022,Woori Bank,3876,22545,543
680,01-10-2022,Yes Bank,5275039,16823085.9,372130
681,01-11-2022,AU Small Finance Bank,737770,1134152.75,45943
682,01-11-2022,Abhyudaya Co-operative Bank,5,0.83,1
683,01-11-2022,Ahmednagar Merchants Co-operative Bank,22949,37653.94,48
684,01-11-2022,Airtel Payments Bank,63395,3690.05,11454
685,01-11-2022,Andhra Pradesh Grameen Vikas Bank,982,792.22,1492
686,01-11-2022,Australia and New Zealand Banking Group,28888,855391.46,49
687,01-11-2022,Axis Bank,4965320,3423376.02,1198565
688,01-11-2022,BNP Paribas,417636,3348594.73,400
689,01-11-2022,Bandhan Bank,480936,551300.6,83362
690,01-11-2022,"Bank of America, N.A.",41916,3173153.96,502
691,01-11-2022,Bank of Baroda,3543386,6413970.86,485796
692,01-11-2022,Bank of India,2417530,5080719,482467
693,01-11-2022,Bank of Maharashtra,7361371,2132475.44,220082
694,01-11-2022,Barclays Bank PLC,92301,707077.25,2153
695,01-11-2022,Bassein Catholic Co-operative Bank,20966,20689.26,5184
696,01-11-2022,Bharat Co-operative Bank,41876,112641.76,2972
697,01-11-2022,CSB Bank,137104,64325.69,57128
698,01-11-2022,Canara Bank,3089119,3600196.36,566167
699,01-11-2022,Capital Small Finance Bank,11500,22314.91,585
700,01-11-2022,Central Bank of India,8686841,2162043.46,248114
701,01-11-2022,Citi Bank,739021,628708.37,530295
702,01-11-2022,City Union Bank,728117,720575.75,97789
703,01-11-2022,Co-operative Rabobank U.A.,0,0,0
704,01-11-2022,Credit Agricole Corporate and Investment Bank,40033,168793.77,138
705,01-11-2022,DBS Bank India,489507,3154434.25,78024
706,01-11-2022,DCB Bank,157111,220270.7,19312
707,01-11-2022,Deutsche Bank AG,49529,29486.2,19427
708,01-11-2022,Dhanlaxmi Bank,84373,80971.81,17707
709,01-11-2022,ESAF Small Finance Bank,87230,43089.87,4051
710,01-11-2022,Emirates NBD Bank,242,416.3,34
711,01-11-2022,Equitas Small Finance Bank,109377,95875.33,109215
712,01-11-2022,Federal Bank,2422705,1322020.63,245652
713,01-11-2022,Fincare Small Finance Bank,65040,64342.41,9411
714,01-11-2022,Fino Payments Bank,0,0,0
715,01-11-2022,GP Parsik Janata Co-operative Bank,42882,52008.45,5339
716,01-11-2022,HDFC Bank,54815378,43667299.29,23653904
717,01-11-2022,HSBC,7479859,50524352.02,129554
718,01-11-2022,ICICI Bank,84561179,406355318.5,4446162
719,01-11-2022,IDBI Bank,2600582,5839328.07,572494
720,01-11-2022,IDFC First Bank,3696217,6844310.68,281462
721,01-11-2022,Indian Bank,2716644,2293190.21,1229433
722,01-11-2022,Indian Overseas Bank,2999544,2292479.24,364212
723,01-11-2022,IndusInd Bank,3253424,5273436.38,520125
724,01-11-2022,Industrial and Commercial Bank of China,1231,19736.86,32
725,01-11-2022,Industrial Bank of Korea,2128,9839.22,107
726,01-11-2022,Jana Small Finance Bank,25043,15341.43,6231
727,01-11-2022,Janata Co-operative Bank Pune,71011,55542.53,7071
728,01-11-2022,Karnataka Bank,346047,485100.87,30103
729,01-11-2022,Kookmin Bank,309,1716.53,73
730,01-11-2022,Kotak Mahindra Bank,11349787,27123615.43,1974773
731,01-11-2022,Mahesh Co-operative Bank Pune,7363,8521.94,6535
732,01-11-2022,NKGSB Co-operative Bank,31231,21704.92,3071
733,01-11-2022,NSDL Payments Bank,4608,384719.44,27
734,01-11-2022,Nainital Bank,12587,20973.85,1710
735,01-11-2022,New India Co-operative Bank,6329,2996.73,1951
736,01-11-2022,North East Small Finance Bank,38740,55339.06,3269
737,01-11-2022,Paytm Payments Bank,89240,33201.75,1600
738,01-11-2022,Punjab and Sind Bank,96871,159895.02,18314
739,01-11-2022,Punjab National Bank,5406515,14173735.92,601269
740,01-11-2022,RBL Bank,425527,1089688.16,102189
741,01-11-2022,SBM Bank India,3162,2053.11,2805
742,01-11-2022,SVC Co-operative Bank,131080,163946.03,31721
743,01-11-2022,Saraswat Co-operative Bank,368663,610291.05,32200
744,01-11-2022,Shinhan Bank,9860,49470.7,3564
745,01-11-2022,Shivalik Small Finance Bank,14135,26886.08,1276
746,01-11-2022,Societe Generale,1622,33065.33,11
747,01-11-2022,South Indian Bank,599667,627452.89,70666
748,01-11-2022,State Bank of India,119792890,147928903.1,34728770
749,01-11-2022,Suryoday Small Finance Bank,10922,11427.8,17779
750,01-11-2022,TJSB Co-operative Bank,115288,122161.9,14476
751,01-11-2022,Tamil Nadu State Co-operative Bank,12797,49536.93,783
752,01-11-2022,Tamilnad Mercantile Bank,577681,676606.48,48648
753,01-11-2022,Thane Bharat Co-operative Bank,20862,15700.7,2821
754,01-11-2022,Ahmedabad District Co-operative Bank,1216,3105,66
755,01-11-2022,Akola Janata Commercial Co-operative Bank,2001,3225.84,602
756,01-11-2022,Jammu and Kashmir Bank,495281,594458.22,104873
757,01-11-2022,Kalupur Commercial Co-operative Bank,60844,180159.39,4572
758,01-11-2022,Kalyan Janata Co-operative Bank,6809,6414.9,882
759,01-11-2022,Karur Vysya Bank,989711,1519679.33,173429
760,01-11-2022,Surat Peoples Co-operative Bank,8436,28957.5,654
761,01-11-2022,UCO Bank,306327,399117.07,66144
